"","old_code","old_scientificName","old_UpdateStatus","ScientificNameAuthorCoL","TaxonomicStatus","new_canonicalName","new_authorship","new_code","new_scientificName","new_UpdateStatus","ruleApplied","new_classification"
"293","6087","Chalcides ocellatus tiligugu","Deletion","Chalcides ocellatus tiligugu (Hermann, 1783)","Accepted","Chalcides ocellatus","(Hermann, 1783)","1274","Chalcides ocellatus tiligugu","Remains","Accepted - Remains","SPECIES:Chalcides ocellatus (Forskål, 1775)|GENUS:Chalcides|SUBFAMILY:Scincinae|FAMILY:Scincidae|SUPERFAMILY:Scincomorpha|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"294","5594","Chalcides pseudostriatus","Deletion","Chalcides pseudostriatus Caputo, 1993","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"295","5595","Chalcides striatus","Deletion","Chalcides striatus (Cuvier, 1829)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"296","5596","Chalcides viridanus coeruleopunctatus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"297","5368","Chamaeleo africanus","Deletion","Chamaeleo africanus Laurenti, 1768","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"298","5597","Chamaeleo chamaeleon chamaeleon","Deletion","Chamaeleo chamaeleon chamaeleon (Linnaeus, 1758)","Accepted","Chamaeleo chamaeleon","(Linnaeus, 1758)","1235","Chamaeleo chamaeleon chamaeleon","Remains","Accepted - Remains","SPECIES:Chamaeleo chamaeleon (Linnaeus, 1758)|GENUS:Chamaeleo|FAMILY:Chamaeleonidae|SUPERFAMILY:Iguania|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"299","6286","Cheirolophus crassifolius","Deletion","Cheirolophus crassifolius (Bertol.) Susanna","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"300","5961","Chelidonichthys lucernus","Deletion","Chelidonichthys lucerna (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"301","5599","Chelon labrosus","Deletion","Chelon labrosus (Risso, 1827)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"302","5600","Chiasmodon niger","Deletion","Chiasmodon niger Johnson, 1864","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"303","5601","Chilomycterus atringa","Deletion","Chilomycterus reticulatus (Linnaeus, 1758)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"304","5602","Chimaera monstrosa","Deletion","Chimaera monstrosa Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"305","6161","Chionodoxa luciliae","Deletion","Scilla luciliae (Boiss.) Speta","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"306","5603","Chionomys nivalis","Deletion","Chionomys nivalis (Martins, 1842)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"307","5604","Chirolophis ascanii","Deletion","Chirolophis ascanii (Walbaum, 1792)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"308","5181","Chondrostoma almacai","Deletion","Iberochondrostoma almacai (Coelho, Mesquita & Collares-Pereira, 2005)","Synonym","Iberochondrostoma almacai","Coelho, Mesquita & Collares-Pereira, 2005","5295","Iberochondrostoma almacai","Remains","Synonym - Remains","SPECIES:Iberochondrostoma almacai (Coelho, Mesquita & Collares-Pereira, 2005)|GENUS:Iberochondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"309","5271","Chondrostoma arrigonis","Deletion","Parachondrostoma turiensis (Elvira, 1987)","Misapplied","not available","not available","not found in Natura2000 List","not available","not available","Misapplied - not available","not available"
"310","5182","Chondrostoma duriense","Deletion","Pseudochondrostoma duriense (Coelho, 1985)","Synonym","Pseudochondrostoma duriense","Coelho, 1985","5296","Pseudochondrostoma duriense","Remains","Synonym - Remains","SPECIES:Pseudochondrostoma duriense (Coelho, 1985)|GENUS:Pseudochondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"311","1115","Chondrostoma genei","Deletion","Protochondrostoma genei (Bonaparte, 1839)","Synonym","Protochondrostoma genei","(Bonaparte, 1839)","5962","Protochondrostoma genei","Remains","Synonym - Remains","SPECIES:Protochondrostoma genei (Bonaparte, 1839)|GENUS:Protochondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"312","6038","Chondrostoma lemmingii","Deletion","Iberochondrostoma lemmingii (Steindachner, 1866)","Synonym","Iberochondrostoma lemmingii","(Steindachner, 1866)","5926","Iberochondrostoma lemmingii","Remains","Synonym - Remains","SPECIES:Iberochondrostoma lemmingii (Steindachner, 1866)|GENUS:Iberochondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"313","5272","Chondrostoma miegii","Deletion","Parachondrostoma toxostoma (Vallot, 1837)","Misapplied","Parachondrostoma toxostoma","()","6150","Parachondrostoma toxostoma","Remains","Misapplied - Remains","SPECIES:Parachondrostoma toxostoma (Vallot, 1837)|GENUS:Parachondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"314","2508","Chondrostoma nasus","Deletion","Chondrostoma nasus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"315","5270","Chondrostoma turiense","Deletion","Parachondrostoma turiensis (Elvira, 1987)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"316","5605","Chondrostoma vardarense","Deletion","Chondrostoma vardarense Karaman, 1928","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"317","2510","Chondrostoma willkommii","Deletion","Pseudochondrostoma willkommii (Steindachner, 1866)","Synonym","Pseudochondrostoma willkommii","Steindachner, 1866","6162","Pseudochondrostoma willkommii","Remains","Synonym - Remains","SPECIES:Pseudochondrostoma willkommii (Steindachner, 1866)|GENUS:Pseudochondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"318","6100","Citellus citellus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"319","6254","Citellus suslicus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"320","5438","Cladonia acuminata","Deletion","Cladonia acuminata (Ach.) Norrl.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"321","5439","Cladonia alcicornis","Deletion","Cladonia foliacea (Huds.) Willd.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"322","5435","Cladonia amaurocraea","Deletion","Cladonia amaurocraea (Flörke) Schaer.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"323","5203","Cladonia arbuscula","Deletion","Cladonia arbuscula (Wallr.) Flot.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"324","5441","Cladonia arbuscula subsp. arbuscula","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"325","5446","Cladonia arbuscula subsp. mitis","Deletion","Cladonia mitis Sandst.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"326","5443","Cladonia arbuscula subsp. squarrosa","Deletion","Cladonia arbuscula (Wallr.) Flot.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"327","5444","Cladonia asahinae","Deletion","Cladonia asahinae J.W. Thomson","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"328","5445","Cladonia bacillaris","Deletion","Cladonia bacillaris (Ach.) Genth","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"329","5457","Cladonia bacilliformis","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"330","5447","Cladonia bellidiflora","Deletion","Cladonia bellidiflora (Ach.) Schaer.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"331","5437","Cladonia borealis","Deletion","Cladonia borealis S. Stenroos","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"332","5449","Cladonia botrytes","Deletion","Cladonia botrytes (K.G. Hagen) Willd.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"333","5450","Cladonia brevis","Deletion","Cladonia brevis (Sandst.) Sandst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"334","5451","Cladonia caespiticia","Deletion","Cladonia caespiticia (Pers.) P. Gaertn., B. Mey & Scherb.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"335","5452","Cladonia cariosa","Deletion","Cladonia cariosa (Lilj.) Spreng.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"336","5453","Cladonia carneola","Deletion","Cladonia carneola (Fr.) Fr.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"337","5454","Cladonia cenotea","Deletion","Cladonia cenotea (Ach.) Schaer.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"338","5455","Cladonia cervicornis","Deletion","Cladonia cervicornis (Ach.) Flot.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"339","5456","Cladonia cervicornis subsp. pulvinata","Deletion","Cladonia cervicornis (Ach.) Flot.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"340","5448","Cladonia cervicornis subsp. verticillata","Deletion","Cladonia cervicornis (Ach.) Flot.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"341","5428","Cladonia chlorophaea","Deletion","Cladonia chlorophaea (Flörke ex Sommerf.) Spreng.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"342","5204","Cladonia ciliata","Deletion","Cladonia ciliata Stirt.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"343","5421","Cladonia coccifera","Deletion","Cladonia coccifera (L.) Willd.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"344","5422","Cladonia coniocraea","Deletion","Cladonia coniocraea (Flörke) Spreng.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"345","5423","Cladonia conista","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"346","5424","Cladonia conspicua","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"347","5425","Cladonia convoluta","Deletion","Cladonia foliacea (Huds.) Willd.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"348","5436","Cladonia cornuta","Deletion","Cladonia cornuta (L.) Baumg.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"349","5427","Cladonia cornuta subsp. groenlandica","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"350","5418","Cladonia cornutoradiata","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"351","5430","Cladonia crispata","Deletion","Cladonia crispata (Ach.) Flot.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"352","5433","Cladonia cryptochlorophaea","Deletion","Cladonia cryptochlorophaea Asahina","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"353","5434","Cladonia cyanipes","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"354","5426","Cladonia cyathomorpha","Deletion","Cladonia cyathomorpha Stirt. ex Walt. Watson","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"355","5474","Cladonia decorticata","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"356","5442","Cladonia deformis","Deletion","Cladonia deformis (L.) Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"357","5440","Cladonia digitata","Deletion","Cladonia digitata (L.) Baumg.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"358","5511","Cladonia dimorpha","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"359","5510","Cladonia diversa","Deletion","Cladonia diversa Asperges ex S. Stenroos","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"360","5509","Cladonia ecmocyna","Deletion","Cladonia ecmocyna (Ach.) Leight.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"361","5508","Cladonia fimbriata","Deletion","Cladonia fimbriata (L.) Fr.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"362","5507","Cladonia firma","Deletion","Cladonia firma (Nyl.) Nyl.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"363","5506","Cladonia floerkeana","Deletion","Cladonia floerkeana (Fr.) Flörke","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"364","5505","Cladonia foliacea","Deletion","Cladonia foliacea (Huds.) Willd.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"365","5494","Cladonia furcata","Deletion","Cladonia furcata (Huds.) Baumg.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"366","5503","Cladonia glauca","Deletion","Cladonia glauca Flörke","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"367","5512","Cladonia gracilis subsp. elongata","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"368","5501","Cladonia gracilis subsp. gracilis","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"369","5500","Cladonia gracilis subsp. turbinata","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"370","5499","Cladonia grayi","Deletion","Cladonia grayi G. Merr. ex Sandst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"371","5498","Cladonia homosekikaica","Deletion","Cladonia homosekikaica Nuno","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"372","5497","Cladonia humilis","Deletion","Cladonia humilis (With.) J.R. Laundon","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"373","5496","Cladonia iberica","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"374","5495","Cladonia incrassata","Deletion","Cladonia incrassata Flörke","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"375","5519","Cladonia luteoalba","Deletion","Cladonia luteoalba A. Wilson & Wheldon","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"376","5521","Cladonia macilenta","Deletion","Cladonia macilenta Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"377","5504","Cladonia macilenta subsp. floerkeana","Deletion","Cladonia floerkeana (Fr.) Flörke","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"378","5528","Cladonia macroceras","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"379","5527","Cladonia macrophylla","Deletion","Cladonia macrophylla (Schaer.) Stenh.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"380","5526","Cladonia macrophyllodes","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"381","5525","Cladonia magyarica","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"382","5524","Cladonia major","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"383","5523","Cladonia maxima","Deletion","Cladonia maxima (Asahina) Ahti","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"384","5205","Cladonia mediterranea","Deletion","Cladonia mediterranea P.A. Duvign. & Abbayes","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"385","5522","Cladonia merochlorophaea","Deletion","Cladonia merochlorophaea Asahina","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"386","5206","Cladonia mitis","Deletion","Cladonia mitis Sandst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"387","5518","Cladonia monomorpha","Deletion","Cladonia monomorpha Aptroot, Sipman & Herk","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"388","5517","Cladonia norvegica","Deletion","Cladonia norvegica Tønsberg & Holien","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"389","5516","Cladonia novochlorophaea","Deletion","Cladonia novochlorophaea (Sipman) Brodo & Ahti","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"390","5515","Cladonia ochrochlora","Deletion","Cladonia ochrochlora Flörke","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"391","5514","Cladonia parasitica","Deletion","Cladonia parasitica (Hoffm.) Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"392","5485","Cladonia peziziformis","Deletion","Cladonia peziziformis (With.) J.R. Laundon","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"393","5459","Cladonia phyllophora","Deletion","Cladonia phyllophora Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"394","5502","Cladonia pityrea","Deletion","Cladonia ramulosa (With.) J.R. Laundon","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"395","5473","Cladonia pleurota","Deletion","Cladonia pleurota (Flörke) Schaer.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"396","5472","Cladonia pocillum","Deletion","Cladonia pocillum (Ach.) O.J. Rich.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"397","5471","Cladonia polycarpoides","Deletion","Cladonia subcariosa Nyl.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"398","5470","Cladonia polydactyla","Deletion","Cladonia polydactyla (Flörke) Spreng.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"399","5207","Cladonia portentosa","Deletion","Cladonia portentosa (Dufour) Coem.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"400","5469","Cladonia prolifica","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"401","5468","Cladonia pseudopityrea","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"402","5458","Cladonia pulvinella","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"403","5466","Cladonia pyxidata","Deletion","Cladonia pyxidata (L.) Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"404","5475","Cladonia ramulosa","Deletion","Cladonia ramulosa (With.) J.R. Laundon","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"405","5208","Cladonia rangiferina","Deletion","Cladonia rangiferina (L.) Weber","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"406","5464","Cladonia rangiferina f. pumila","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"407","5463","Cladonia rangiformis","Deletion","Cladonia rangiformis Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"408","5462","Cladonia rei","Deletion","Cladonia rei Schaer.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"409","5461","Cladonia scabriuscula","Deletion","Cladonia scabriuscula (Delise) Nyl.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"410","5460","Cladonia squamosa","Deletion","Cladonia squamosa Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"411","5209","Cladonia stellaris","Deletion","Cladonia stellaris (Opiz) Pouzar & Vězda","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"412","5465","Cladonia strepsilis","Deletion","Cladonia strepsilis (Ach.) Mont.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"413","5210","Cladonia stygia","Deletion","Cladonia stygia (Fr.) Ruoss","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"414","5491","Cladonia subcariosa","Deletion","Cladonia subcariosa Nyl.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"415","5490","Cladonia subcervicornis","Deletion","Cladonia subcervicornis (Vain.) Kernst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"416","5489","Cladonia subfurcata","Deletion","Cladonia subfurcata (Nyl.) Arnold","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"417","5488","Cladonia subrangiformis","Deletion","Cladonia furcata (Huds.) Baumg.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"418","5487","Cladonia subturgida","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"419","5486","Cladonia subulata","Deletion","Cladonia subulata (L.) F.H. Wigg.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"420","5476","Cladonia sulphurina","Deletion","Cladonia sulphurina (Michx.) Fr.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"421","5484","Cladonia symphycarpia","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"422","5493","Cladonia turgida","Deletion","Cladonia turgida Ehrh. ex Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"423","5481","Cladonia uncialis","Deletion","Cladonia uncialis (L.) F.H. Wigg.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"424","5480","Cladonia uncialis subsp. biuncialis","Deletion","Cladonia uncialis (L.) F.H. Wigg.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"425","5478","Cladonia verticillata","Deletion","Cladonia cervicornis (Ach.) Flot.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"426","5477","Cladonia zopfii","Deletion","Cladonia zopfii Vain.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"427","5606","Clethrionomys glareolus","Deletion","Myodes glareolus (Schreber, 1780)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"428","5607","Clupea harengus","Deletion","Clupea harengus Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"429","5608","Clupeonella cultriventris","Deletion","Clupeonella cultriventris (Nordmann, 1840)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"430","6077","Cobitis aurata balcanica","Deletion","Sabanejewia balcanica (Karaman, 1922)","Synonym","Sabanejewia balcanica","Karaman, 1922","5197","Sabanejewia balcanica","Remains","Synonym - Remains","SPECIES:Sabanejewia balcanica (Karaman, 1922)|GENUS:Sabanejewia|FAMILY:Cobitidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"431","1147","Cobitis conspersa","Deletion","Sabanejewia larvata (De Filippi, 1859)","Synonym","Sabanejewia larvata","Cantoni, 1882","1991","Sabanejewia larvata","Remains","Synonym - Remains","SPECIES:Sabanejewia larvata (De Filippi, 1859)|GENUS:Sabanejewia|FAMILY:Cobitidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"432","1148","Cobitis larvata","Deletion","Sabanejewia larvata (De Filippi, 1859)","Synonym","Sabanejewia larvata","De Filippi, 1859","1991","Sabanejewia larvata","Remains","Synonym - Remains","SPECIES:Sabanejewia larvata (De Filippi, 1859)|GENUS:Sabanejewia|FAMILY:Cobitidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"433","5300","Cobitis pontica","Deletion","Cobitis pontica Vasil'eva & Vasil'ev, 2006","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"434","6078","Cobitis taenia taenia","Deletion","Cobitis taenia Linnaeus, 1758","Synonym","Cobitis taenia","Linnaeus, 1758","1149","Cobitis taenia","Remains","Synonym - Remains","SPECIES:Cobitis taenia Linnaeus, 1758|GENUS:Cobitis|FAMILY:Cobitidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"435","5298","Cobitis tanaitica","Deletion","Cobitis tanaitica Băcescu & Mayer, 1969","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
