"","old_code","old_scientificName","old_UpdateStatus","ScientificNameAuthorCoL","TaxonomicStatus","new_canonicalName","new_authorship","new_code","new_scientificName","new_UpdateStatus","ruleApplied","new_classification"
"791","5280","Luciobarbus albanicus","Deletion","Luciobarbus albanicus (Steindachner, 1870)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"792","5918","Luciobarbus capito","Deletion","Luciobarbus capito (Güldenstädt, 1773)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"793","6013","Lucioperca lucioperca","Deletion","Sander lucioperca (Linnaeus, 1758)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"794","6012","Lucioperca sandra","Deletion","Sander lucioperca (Linnaeus, 1758)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"795","6274","Luzula nivalis","Deletion","Luzula nivalis (Laest.) Spreng.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"796","5190","Lycopodiella cernua","Deletion","Palhinhaea cernua (L.) Vasc. & Franco","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"797","5104","Lycopodium annotinum","Deletion","Spinulum annotinum subsp. annotinum","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"798","5245","Lycopodium cernuum","Deletion","Palhinhaea cernua (L.) Vasc. & Franco","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"799","5105","Lycopodium clavatum","Deletion","Lycopodium clavatum L.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"800","6304","Lycopodium inundatum","Deletion","Lycopodiella inundata (L.) Holub","Synonym","Lycopodiella inundata","L.","5191","Lycopodiella inundata","Remains","Synonym - Remains","SPECIES:Lycopodiella inundata (L.) Holub|GENUS:Lycopodiella Holub|SUBFAMILY:Lycopodielloideae W. H. Wagner & Beitel ex B. Øllg.|FAMILY:Lycopodiaceae P. Beauv. ex Mirb.|ORDER:Lycopodiales DC. ex Bercht. & J. Presl|CLASS:Lycopodiopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota"
"801","6311","Lycopodium selago","Deletion","Huperzia selago subsp. selago","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"802","6225","Lythrum junceum","Deletion","Lythrum junceum Banks & Sol.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"803","2441","Mabuya vittata","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"804","5709","Macroprotodon brevis","Deletion","Macroprotodon brevis (Günther, 1862)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"805","2465","Macroprotodon cucullatus","Deletion","Macroprotodon cucullatus (Geoffroy Saint-Hilaire, 1827)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"806","5996","Macroprotodon cucullatus brevis","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"807","5710","Macrovipera lebetina","Deletion","Macrovipera lebetinus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"808","5935","Macrurus heterolepis","Deletion","Hymenocephalus italicus Giglioli, 1884","Misapplied","not available","not available","not found in Natura2000 List","not available","not available","Misapplied - not available","not available"
"809","5711","Malacocephalus laevis","Deletion","Malacocephalus laevis (Lowe, 1843)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"810","2466","Malpolon monspessulanus","Deletion","Malpolon monspessulanus (Hermann, 1804)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"811","6226","Mandragora autumnalis","Deletion","Mandragora officinarum L.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"812","1990","Margaritifera durrovensis","Deletion","Margaritifera margaritifera (Linnaeus, 1758)","Synonym","Margaritifera margaritifera","R. A. Phillips, 1928","1029","Margaritifera margaritifera","Remains","Synonym - Remains","SPECIES:Margaritifera margaritifera (Linnaeus, 1758)|GENUS:Margaritifera Schumacher, 1815|SUBFAMILY:Margaritiferinae J. Henderson, 1929 (1910)|FAMILY:Margaritiferidae J. Henderson, 1929 (1910)|SUPERFAMILY:Unionoidea Rafinesque, 1820|ORDER:Unionida Gray, 1854|SUBTERCLASS:Palaeoheterodonta Newell, 1965|INFRACLASS:Heteroconchia J. E. Gray, 1854|SUBCLASS:Autobranchia Grobben, 1894|CLASS:Bivalvia Linnaeus, 1758|PHYLUM:Mollusca|KINGDOM:Animalia|UNRANKED:Biota"
"813","2606","Marmota marmota","Deletion","Marmota (Marmota) marmota (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"814","5712","Marmota marmota marmota","Deletion","Marmota marmota marmota (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"815","1430","Marsilea azorica","Deletion","Marsilea hirsuta R. Br.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"816","2630","Martes foina","Deletion","Martes foina (Erxleben, 1777)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"817","5971","Martes foina bunites","Deletion","Martes foina bunites (Bate, 1906)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"818","5972","Martes foina foina","Deletion","Martes foina foina (Erxleben, 1777)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"819","5713","Martes martes minoricensis","Deletion","Martes martes minoricensis Alcover, Delibes, Gosálbez & Nadal, 1987","Accepted","Martes martes","Alcover, Delibes, Gosálbez & Nadal, 1987","1357","Martes martes minoricensis","Remains","Accepted - Remains","SPECIES:Martes martes (Linnaeus, 1758)|GENUS:Martes Pinel, 1792|SUBFAMILY:Guloninae Gray, 1825|FAMILY:Mustelidae G. Fischer von Waldheim, 1817|SUBORDER:Caniformia Kretzoi, 1938|ORDER:Carnivora Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"820","1222","Mauremys caspica","Deletion","Mauremys caspica (Gmelin, 1774)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"821","2631","Meles meles","Deletion","Meles meles (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"822","5714","Meles meles arcalus","Deletion","Meles canescens Blanford, 1875","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"823","5715","Merluccius merluccius","Deletion","Merluccius merluccius (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"824","5716","Mesogobius batrachocephalus","Deletion","Mesogobius batrachocephalus (Pallas, 1814)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"825","1031","Microcondylaea compressa","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"826","1697","Micromeria taygetea","Deletion","Clinopodium taygeteum (P.H.Davis) Bräuchler","Synonym","Clinopodium taygeteum","P.H.Davis","6999","Clinopodium taygeteum","Addition","Synonym - Addition","SPECIES:Clinopodium taygeteum (P.H.Davis) Bräuchler|GENUS:Clinopodium L.|FAMILY:Lamiaceae|ORDER:Lamiales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota"
"827","5717","Micromesistius poutassou","Deletion","Micromesistius poutassou (Risso, 1827)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"828","5718","Micromys minutus","Deletion","Micromys minutus (Pallas, 1771)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"829","5719","Micropterus salmoides","Deletion","Micropterus salmoides (Lacepède, 1802)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"830","5720","Microtus agrestis","Deletion","Microtus (Microtus) agrestis (Linnaeus, 1761)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"831","5721","Microtus arvalis","Deletion","Microtus (Microtus) arvalis (Pallas, 1779)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"832","5722","Microtus duodecincostatus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"833","5723","Microtus gerbei","Deletion","Microtus (Terricola) gerbei (Gerbe, 1879)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"834","5724","Microtus guentheri","Deletion","Microtus (Microtus) guentheri (Danford & Alston, 1880)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"835","5725","Microtus liechtensteini","Deletion","Microtus (Terricola) liechtensteini (Wettstein, 1927)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"836","5726","Microtus lusitanicus","Deletion","Microtus (Terricola) lusitanicus (Gerbe, 1879)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"837","5727","Microtus multiplex","Deletion","Microtus (Terricola) multiplex (Fatio, 1905)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"838","5987","Microtus nivalis","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"839","2611","Microtus oeconomus","Deletion","Microtus (Alexandromys) oeconomus (Pallas, 1776)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
