"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Coregonus vessicus","","YDC9","YDC9","C9C9K","Coregonus vessicus Dryagin, 1932","Coregonus vessicus","Dryagin, 1932","accepted","Coregonus vessicus Dryagin, 1932","GENUS:Coregonus|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Coregonus"
"Coregonus wartmanni","","YDCB","YDCB","C9C9K","Coregonus wartmanni (Bloch, 1784)","Coregonus wartmanni","(Bloch, 1784)","accepted","Coregonus wartmanni (Bloch, 1784)","GENUS:Coregonus|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Coregonus"
"Coregonus widegreni","","YDCC","YDCC","C9C9K","Coregonus widegreni Malmgren, 1863","Coregonus widegreni","Malmgren, 1863","accepted","Coregonus widegreni Malmgren, 1863","GENUS:Coregonus|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Coregonus"
"Coris julis","","YFCT","YFCT","C9CJQ","Coris julis (Linnaeus, 1758)","Coris julis","(Linnaeus, 1758)","accepted","Coris julis (Linnaeus, 1758)","GENUS:Coris|FAMILY:Labridae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris"
"Coronella austriaca austriaca","","5DX27","5DX27","YH2R","Coronella austriaca austriaca (Laurenti, 1768)","Coronella austriaca austriaca","(Laurenti, 1768)","accepted","Coronella austriaca austriaca (Laurenti, 1768)","SPECIES:Coronella austriaca Laurenti, 1768|GENUS:Coronella|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Colubridae","Coronella"
"Coronella girondica","","YH3R","YH3R","CD3GX","Coronella girondica (Daudin, 1803)","Coronella girondica","(Daudin, 1803)","accepted","Coronella girondica (Daudin, 1803)","GENUS:Coronella|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Colubridae","Coronella"
"Coryphaenoides rupestris","","6B6SH","6B6SH","C9F74","Coryphaenoides rupestris Gunnerus, 1765","Coryphaenoides rupestris","Gunnerus, 1765","accepted","Coryphaenoides rupestris Gunnerus, 1765","GENUS:Coryphaenoides|FAMILY:Macrouridae|ORDER:Gadiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Coryphaenoides"
"Coryphoblennius galerita","","YSGX","YSGX","C9F7W","Coryphoblennius galerita (Linnaeus, 1758)","Coryphoblennius galerita","(Linnaeus, 1758)","accepted","Coryphoblennius galerita (Linnaeus, 1758)","GENUS:Coryphoblennius|FAMILY:Blenniidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Coryphoblennius"
"Cottus poecilopus","","YYKC","YYKC","C9GST","Cottus poecilopus Heckel, 1837","Cottus poecilopus","Heckel, 1837","accepted","Cottus poecilopus Heckel, 1837","GENUS:Cottus|FAMILY:Cottidae|ORDER:Scorpaeniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottus"
"Cottus scaturigo","","YYKV","YYKV","C9GST","Cottus scaturigo Freyhof, Kottelat & Nolte, 2005","Cottus scaturigo","Freyhof, Kottelat & Nolte, 2005","accepted","Cottus scaturigo Freyhof, Kottelat & Nolte, 2005","GENUS:Cottus|FAMILY:Cottidae|ORDER:Scorpaeniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottus"
"Cricetulus migratorius","","ZFXK","ZFXK","3VTW","Cricetulus migratorius (Pallas, 1773)","Cricetulus migratorius","(Pallas, 1773)","accepted","Cricetulus migratorius (Pallas, 1773)","GENUS:Cricetulus Milne-Edwards, 1867|SUBFAMILY:Cricetinae Fischer, 1817|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Cricetulus Milne-Edwards, 1867"
"Crocidura leucodon","","ZK5J","ZK5J","3W2V","Crocidura leucodon (Hermann, 1780)","Crocidura leucodon","(Hermann, 1780)","accepted","Crocidura leucodon (Hermann, 1780)","GENUS:Crocidura Wagler, 1832|SUBFAMILY:Crocidurinae A. Milne-Edwards, 1872|FAMILY:Soricidae G. Fischer, 1814|ORDER:Eulipotyphla Waddell, Okada & Hasegawa, 1999|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Eulipotyphla Waddell, Okada & Hasegawa, 1999","Soricidae G. Fischer, 1814","Crocidura Wagler, 1832"
"Crocidura russula","","ZK7F","ZK7F","3W2V","Crocidura russula (Hermann, 1780)","Crocidura russula","(Hermann, 1780)","accepted","Crocidura russula (Hermann, 1780)","GENUS:Crocidura Wagler, 1832|SUBFAMILY:Crocidurinae A. Milne-Edwards, 1872|FAMILY:Soricidae G. Fischer, 1814|ORDER:Eulipotyphla Waddell, Okada & Hasegawa, 1999|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Eulipotyphla Waddell, Okada & Hasegawa, 1999","Soricidae G. Fischer, 1814","Crocidura Wagler, 1832"
"Crocidura russula balearica","","","","","","","","","","","","","","","",""
"Crocidura russula cossyrensis","","","","","","","","","","","","","","","",""
"Crocidura russula cypria","","","","","","","","","","","","","","","",""
"Crocidura sicula calypso","","BN9Q4","BN9Q4","ZK7L","Crocidura sicula calypso Hutterer, 1991","Crocidura sicula calypso","Hutterer, 1991","accepted","Crocidura sicula calypso Hutterer, 1991","SPECIES:Crocidura sicula G. S. Miller, 1900|GENUS:Crocidura Wagler, 1832|SUBFAMILY:Crocidurinae A. Milne-Edwards, 1872|FAMILY:Soricidae G. Fischer, 1814|ORDER:Eulipotyphla Waddell, Okada & Hasegawa, 1999|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Eulipotyphla Waddell, Okada & Hasegawa, 1999","Soricidae G. Fischer, 1814","Crocidura Wagler, 1832"
"Crocidura suaveolens","","ZK7R","ZK7R","3W2V","Crocidura suaveolens (Pallas, 1811)","Crocidura suaveolens","(Pallas, 1811)","accepted","Crocidura suaveolens (Pallas, 1811)","GENUS:Crocidura Wagler, 1832|SUBFAMILY:Crocidurinae A. Milne-Edwards, 1872|FAMILY:Soricidae G. Fischer, 1814|ORDER:Eulipotyphla Waddell, Okada & Hasegawa, 1999|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Eulipotyphla Waddell, Okada & Hasegawa, 1999","Soricidae G. Fischer, 1814","Crocidura Wagler, 1832"
"Crocidura suaveolens balearica","","","","","","","","","","","","","","","",""
"Crocidura suaveolens mimula","","","","","","","","","","","","","","","",""
"Cyprinus carpio","","33HRJ","33HRJ","C9KLW","Cyprinus carpio Linnaeus, 1758","Cyprinus carpio","Linnaeus, 1758","accepted","Cyprinus carpio Linnaeus, 1758","GENUS:Cyprinus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus"
"Cyprinus carpio carpio","","7JMZD","33HRJ","33HRJ","Cyprinus carpio carpio Linnaeus, 1758","Cyprinus carpio carpio","Linnaeus, 1758","synonym","Cyprinus carpio Linnaeus, 1758","SPECIES:Cyprinus carpio Linnaeus, 1758|GENUS:Cyprinus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus"
"Cyprinus specularis","","33HZ7","33HRJ","33HRJ","Cyprinus specularis Lacepède, 1803","Cyprinus specularis","Lacepède, 1803","synonym","Cyprinus carpio Linnaeus, 1758","SPECIES:Cyprinus carpio Linnaeus, 1758|GENUS:Cyprinus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus"
"Cyrtodactylus kotschyi","","","","","","","","","","","","","","","",""
"Cyrtopodion kotschyi","","","","","","","","","","","","","","","",""
"Dactylorhiza kalopissii","","6BZQ8","8YDFR","8YDFR","Dactylorhiza kalopissii E.Nelson","Dactylorhiza kalopissii","E.Nelson","synonym","Dactylorhiza majalis subsp. kalopissii (E.Nelson) H.A.Pedersen, P.J.Cribb & Rolf Kühn","SUBSPECIES:Dactylorhiza majalis subsp. kalopissii (E.Nelson) H.A.Pedersen, P.J.Cribb & Rolf Kühn|SPECIES:Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.|GENUS:Dactylorhiza Neck. ex Nevski|FAMILY:Orchidaceae|ORDER:Asparagales|CLASS:Liliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dactylorhiza Neck. ex Nevski"
"Dalatias licha","","33YT6","33YT6","C9NMX","Dalatias licha (Bonnaterre, 1788)","Dalatias licha","(Bonnaterre, 1788)","accepted","Dalatias licha (Bonnaterre, 1788)","GENUS:Dalatias|FAMILY:Dalatiidae|ORDER:Squaliformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Squaliformes","Dalatiidae","Dalatias"
"Dama dama","","342N9","342N9","3ZMM","Dama dama (Linnaeus, 1758)","Dama dama","(Linnaeus, 1758)","accepted","Dama dama (Linnaeus, 1758)","GENUS:Dama Frisch, 1775|SUBFAMILY:Cervinae Goldfuss, 1820|FAMILY:Cervidae Goldfuss, 1820|ORDER:Artiodactyla Owen, 1848|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Artiodactyla Owen, 1848","Cervidae Goldfuss, 1820","Dama Frisch, 1775"
"Darevskia armeniaca","","3462C","3462C","CD4PL","Darevskia armeniaca (Méhely, 1909)","Darevskia armeniaca","(Méhely, 1909)","accepted","Darevskia armeniaca (Méhely, 1909)","GENUS:Darevskia|FAMILY:Lacertidae|SUPERFAMILY:Lacertoidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Lacertidae","Darevskia"
"Darevskia caucasica","","3462J","3462J","CD4PL","Darevskia caucasica (Méhely, 1909)","Darevskia caucasica","(Méhely, 1909)","accepted","Darevskia caucasica (Méhely, 1909)","GENUS:Darevskia|FAMILY:Lacertidae|SUPERFAMILY:Lacertoidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Lacertidae","Darevskia"
"Darevskia derjugini","","3462Q","3462Q","CD4PL","Darevskia derjugini (Nikolsky, 1898)","Darevskia derjugini","(Nikolsky, 1898)","accepted","Darevskia derjugini (Nikolsky, 1898)","GENUS:Darevskia|FAMILY:Lacertidae|SUPERFAMILY:Lacertoidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Lacertidae","Darevskia"
"Darevskia praticola","","34635","34635","CD4PL","Darevskia praticola (Eversmann, 1834)","Darevskia praticola","(Eversmann, 1834)","accepted","Darevskia praticola (Eversmann, 1834)","GENUS:Darevskia|FAMILY:Lacertidae|SUPERFAMILY:Lacertoidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Lacertidae","Darevskia"
"Dasyatis centroura","","6CBSR","6JDLK","6JDLK","Dasyatis centroura () non Mitchill, 1815","Dasyatis centroura","()","misapplied","Fontitrygon ukpam (Smith, 1863)","SPECIES:Fontitrygon ukpam (Smith, 1863)|GENUS:Fontitrygon|FAMILY:Dasyatidae|ORDER:Myliobatiformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Fontitrygon"
"Dasyatis pastinaca","","347D2","347D2","C9GC5","Dasyatis pastinaca (Linnaeus, 1758)","Dasyatis pastinaca","(Linnaeus, 1758)","accepted","Dasyatis pastinaca (Linnaeus, 1758)","GENUS:Dasyatis|FAMILY:Dasyatidae|ORDER:Myliobatiformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis"
"Deania calcea","","6CG9G","6CG9G","C9HYG","Deania calcea (Lowe, 1839)","Deania calcea","(Lowe, 1839)","accepted","Deania calcea (Lowe, 1839)","GENUS:Deania|FAMILY:Centrophoridae|ORDER:Squaliformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Squaliformes","Centrophoridae","Deania"
"Deania profundorum","","34CF8","34CF8","C9HYG","Deania profundorum (Smith & Radcliffe, 1912)","Deania profundorum","(Smith & Radcliffe, 1912)","accepted","Deania profundorum (Smith & Radcliffe, 1912)","GENUS:Deania|FAMILY:Centrophoridae|ORDER:Squaliformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Squaliformes","Centrophoridae","Deania"
"Delphinus fraenatus","","34JWX","6ZJCX","6ZJCX","Delphinus fraenatus F. Cuvier, 1836","Delphinus fraenatus","F. Cuvier, 1836","synonym","Stenella frontalis (G. Cuvier, 1829)","SPECIES:Stenella frontalis (G. Cuvier, 1829)|GENUS:Stenella Gray, 1866|FAMILY:Delphinidae Gray, 1821|SUBORDER:Odontoceti Flower, 1867|ORDER:Cetacea Brisson, 1762|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Cetacea Brisson, 1762","Delphinidae Gray, 1821","Stenella Gray, 1866"
"Dentex dentex","","34TT8","34TT8","C9L7K","Dentex dentex (Linnaeus, 1758)","Dentex dentex","(Linnaeus, 1758)","accepted","Dentex dentex (Linnaeus, 1758)","GENUS:Dentex|FAMILY:Sparidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Dentex"
"Dianthus arenarius subsp. borussicus","","BNBSC","BNBSC","6D285","Dianthus arenarius subsp. borussicus F. Vierh.","Dianthus arenarius subsp. borussicus","F. Vierh.","accepted","Dianthus arenarius subsp. borussicus F. Vierh.","SPECIES:Dianthus arenarius L.|GENUS:Dianthus L.|FAMILY:Caryophyllaceae Juss.|ORDER:Caryophyllales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales Juss. ex Bercht. & J. Presl","Caryophyllaceae Juss.","Dianthus L."
"Dianthus marizii","","6CQ3Y","BNBTZ","BNBTZ","Dianthus marizii (Samp.) Samp.","Dianthus marizii","(Samp.) Samp.","synonym","Dianthus laricifolius subsp. marizii (Samp.) Franco","SUBSPECIES:Dianthus laricifolius subsp. marizii (Samp.) Franco|SPECIES:Dianthus laricifolius Boiss. & Reut.|GENUS:Dianthus L.|FAMILY:Caryophyllaceae Juss.|ORDER:Caryophyllales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales Juss. ex Bercht. & J. Presl","Caryophyllaceae Juss.","Dianthus L."
"Dicentrarchus labrax","","35J92","35J92","C9J7X","Dicentrarchus labrax (Linnaeus, 1758)","Dicentrarchus labrax","(Linnaeus, 1758)","accepted","Dicentrarchus labrax (Linnaeus, 1758)","GENUS:Dicentrarchus|FAMILY:Moronidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Dicentrarchus"
"Dicentrarchus punctatus","","35J95","35J95","C9J7X","Dicentrarchus punctatus (Bloch, 1792)","Dicentrarchus punctatus","(Bloch, 1792)","accepted","Dicentrarchus punctatus (Bloch, 1792)","GENUS:Dicentrarchus|FAMILY:Moronidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Dicentrarchus"
"Diodon hystrix","","6D7LJ","6D7LJ","C9MLR","Diodon hystrix Linnaeus, 1758","Diodon hystrix","Linnaeus, 1758","accepted","Diodon hystrix Linnaeus, 1758","GENUS:Diodon|FAMILY:Diodontidae|ORDER:Tetraodontiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","Diodon"
"Diphasiastrum alpinum","","B9DR3","B9DR3","B8XVF","Diphasiastrum alpinum (L.) Holub","Diphasiastrum alpinum","(L.) Holub","accepted","Diphasiastrum alpinum (L.) Holub","GENUS:Diphasiastrum Holub|SUBFAMILY:Lycopodioideae Eaton|FAMILY:Lycopodiaceae P. Beauv. ex Mirb.|ORDER:Lycopodiales DC. ex Bercht. & J. Presl|CLASS:Lycopodiopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales DC. ex Bercht. & J. Presl","Lycopodiaceae P. Beauv. ex Mirb.","Diphasiastrum Holub"
"Diphasiastrum complanatum","","B9DR6","B9DR6","B8XVF","Diphasiastrum complanatum (L.) Holub","Diphasiastrum complanatum","(L.) Holub","accepted","Diphasiastrum complanatum (L.) Holub","GENUS:Diphasiastrum Holub|SUBFAMILY:Lycopodioideae Eaton|FAMILY:Lycopodiaceae P. Beauv. ex Mirb.|ORDER:Lycopodiales DC. ex Bercht. & J. Presl|CLASS:Lycopodiopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales DC. ex Bercht. & J. Presl","Lycopodiaceae P. Beauv. ex Mirb.","Diphasiastrum Holub"
"Diphasiastrum issleri","","BB48L","BB48L","B8XVF","Diphasiastrum × issleri (Rouy) Holub","Diphasiastrum × issleri","(Rouy) Holub","accepted","Diphasiastrum × issleri (Rouy) Holub","GENUS:Diphasiastrum Holub|SUBFAMILY:Lycopodioideae Eaton|FAMILY:Lycopodiaceae P. Beauv. ex Mirb.|ORDER:Lycopodiales DC. ex Bercht. & J. Presl|CLASS:Lycopodiopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales DC. ex Bercht. & J. Presl","Lycopodiaceae P. Beauv. ex Mirb.","Diphasiastrum Holub"
"Diphasiastrum madeirense","","B9DR9","B9DR9","B8XVF","Diphasiastrum madeirense (J. H. Wilce) Holub","Diphasiastrum madeirense","(J. H. Wilce) Holub","accepted","Diphasiastrum madeirense (J. H. Wilce) Holub","GENUS:Diphasiastrum Holub|SUBFAMILY:Lycopodioideae Eaton|FAMILY:Lycopodiaceae P. Beauv. ex Mirb.|ORDER:Lycopodiales DC. ex Bercht. & J. Presl|CLASS:Lycopodiopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales DC. ex Bercht. & J. Presl","Lycopodiaceae P. Beauv. ex Mirb.","Diphasiastrum Holub"
"Diphasiastrum oellgaardii","","BB492","BB492","B8XVF","Diphasiastrum × oellgaardii Stoor, Boudrie, Jérôme, K. Horn & Bennert","Diphasiastrum × oellgaardii","Stoor, Boudrie, Jérôme, K. Horn & Bennert","accepted","Diphasiastrum × oellgaardii Stoor, Boudrie, Jérôme, K. Horn & Bennert","GENUS:Diphasiastrum Holub|SUBFAMILY:Lycopodioideae Eaton|FAMILY:Lycopodiaceae P. Beauv. ex Mirb.|ORDER:Lycopodiales DC. ex Bercht. & J. Presl|CLASS:Lycopodiopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales DC. ex Bercht. & J. Presl","Lycopodiaceae P. Beauv. ex Mirb.","Diphasiastrum Holub"
